accountId	accountType	lastLoginDatePeopleSoft	enabledInPeopleSoft	lastLoginDateEntraMicrosoft	enabledInEntraMicrosoft	unusedEntraMicrosoft6Months	unusedEntraMicrosoft12Months	neverUsedEntraMicrosoft	neverUsedPeopleSoft
3654	campus	2026-04-02	true	2026-04-06	true	false	false	false	false
3655	campus	2024-06-07	true	2024-08-05	true	true	true	false	false
3656	alumni	null	null	2025-05-28	true	true	false	false	true
3657	campus	null	true	null	true	false	false	true	true
3658	alumni	null	null	2022-10-03	true	true	true	false	true
3659	campus	2024-01-10	true	2024-01-26	true	true	true	false	false
3660	campus	2026-04-01	true	2026-04-07	true	false	false	false	false
3661	alumni	null	null	2024-09-09	true	true	true	false	true
3662	campus	2026-04-02	true	2026-04-07	true	false	false	false	false
3663	campus	2025-03-09	true	2025-03-09	true	true	true	false	false
3664	alumni	null	null	2025-11-12	true	false	false	false	true
3665	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3666	campus	null	null	2026-04-06	true	false	false	false	true
3667	alumni	null	null	2022-07-29	true	true	true	false	true
3668	campus	2026-02-22	true	2026-04-06	true	false	false	false	false
3669	campus	2026-04-07	true	2026-04-02	true	false	false	false	false
3670	campus	2026-03-16	true	2026-04-07	true	false	false	false	false
3671	alumni	null	null	2024-01-17	true	true	true	false	true
3672	alumni	2025-05-15	false	2025-10-01	true	true	false	false	false
3673	campus	2026-03-31	true	2026-04-06	true	false	false	false	false
3674	campus	2026-01-22	true	2026-04-06	true	false	false	false	false
3675	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3676	alumni	2023-06-13	false	2026-04-06	true	false	false	false	false
3677	campus	2026-04-06	true	2026-04-06	true	false	false	false	false
3678	campus	2026-04-05	true	2026-04-07	true	false	false	false	false
3679	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3680	campus	2026-04-07	true	2026-04-02	true	false	false	false	false
3681	alumni	null	null	2025-05-02	true	true	false	false	true
3682	alumni	null	null	2022-05-18	true	true	true	false	true
3683	campus	2023-02-15	true	2023-02-15	true	true	true	false	false
3684	alumni	2025-06-03	false	2025-07-03	true	true	false	false	false
3685	campus	2026-03-19	true	2026-04-05	true	false	false	false	false
3686	alumni	null	null	2024-09-21	true	true	true	false	true
3687	campus	2025-05-15	false	2025-10-04	false	true	false	false	false
3688	alumni	null	null	2024-04-08	true	true	true	false	true
3689	campus	2026-01-27	true	2026-03-25	true	false	false	false	false
3690	alumni	null	null	2022-09-07	true	true	true	false	true
3691	alumni	2024-07-01	false	2025-12-31	true	false	false	false	false
3692	campus	null	false	null	null	false	false	true	true
3693	campus	2026-03-23	true	2026-04-07	true	false	false	false	false
3694	campus	2026-02-22	true	2026-04-06	true	false	false	false	false
3695	campus	2026-04-03	true	2026-04-03	true	false	false	false	false
3696	campus	2026-03-30	true	2026-04-06	true	false	false	false	false
3697	campus	2026-01-29	true	2026-02-24	true	false	false	false	false
3698	alumni	null	null	2022-05-15	true	true	true	false	true
3699	campus	2024-05-13	false	2024-09-26	false	true	true	false	false
3700	alumni	2022-06-15	false	2024-09-26	true	true	true	false	false
3701	alumni	2025-05-13	false	2025-10-29	true	false	false	false	false
3702	campus	null	true	null	true	false	false	true	true
3703	alumni	2022-05-10	false	2026-03-31	true	false	false	false	false
3704	campus	null	true	2026-03-18	true	false	false	false	true
3705	alumni	null	null	2022-10-03	true	true	true	false	true
3706	alumni	2024-05-14	false	2024-05-05	true	true	true	false	false
3707	campus	2026-04-07	true	2026-04-07	true	false	false	false	false
3708	campus	2022-08-31	true	2024-06-13	true	true	true	false	false
3709	alumni	2024-05-19	false	2024-08-06	true	true	true	false	false
3710	alumni	null	null	2022-10-03	true	true	true	false	true
3711	campus	2023-02-16	true	2024-08-03	true	true	true	false	false
3712	campus	2025-09-15	true	2026-02-23	true	false	false	false	false
3713	alumni	2024-05-31	false	2025-11-19	true	false	false	false	false
3714	alumni	2025-05-16	false	2025-12-22	true	false	false	false	false
3715	alumni	2024-06-22	false	2026-04-05	true	false	false	false	false
3716	alumni	2022-05-25	false	2025-05-21	true	true	false	false	false
3717	campus	2025-04-06	true	2025-04-07	true	true	true	false	false
3718	alumni	null	null	2025-12-03	true	false	false	false	true
3719	alumni	2023-05-15	false	2023-10-31	true	true	true	false	false
3720	campus	2024-07-30	true	2025-05-02	true	true	false	false	false
3721	campus	2025-05-22	true	2025-05-22	true	true	false	false	false
3722	campus	2024-01-16	false	2026-01-06	false	false	false	false	false
3723	campus	2026-01-19	true	2026-04-06	true	false	false	false	false
3724	alumni	2023-05-26	false	2024-06-22	true	true	true	false	false
3725	campus	2026-03-24	true	2026-04-07	true	false	false	false	false
3726	campus	2024-09-16	true	2024-12-12	true	true	true	false	false
3727	campus	2026-04-01	true	2026-04-02	true	false	false	false	false
3728	alumni	2025-05-12	false	2025-10-02	true	true	false	false	false
3729	alumni	null	null	2022-02-04	true	true	true	false	true
3730	campus	2024-07-25	false	2024-11-10	false	true	true	false	false
3731	alumni	null	null	2021-06-11	true	true	true	false	true
3732	campus	2023-09-21	false	2024-09-05	true	true	true	false	false
3733	campus	2023-10-09	false	2025-10-20	true	false	false	false	false
3734	campus	2026-02-23	true	2026-04-07	true	false	false	false	false
3735	campus	2026-01-12	true	2026-03-12	true	false	false	false	false
3736	campus	null	true	null	true	false	false	true	true
3737	campus	null	true	null	true	false	false	true	true
3738	campus	2026-01-28	true	2026-02-14	true	false	false	false	false
3739	alumni	2023-03-25	false	2024-06-18	true	true	true	false	false
3740	campus	2021-10-11	false	null	null	false	false	true	false
3741	alumni	null	null	null	true	false	false	true	true
3742	campus	2023-08-07	true	null	null	false	false	true	false
3743	campus	2026-03-19	true	2026-04-07	true	false	false	false	false
3744	alumni	2023-05-10	false	2023-12-18	true	true	true	false	false
3745	campus	2026-03-24	true	2026-04-06	true	false	false	false	false
3746	alumni	null	null	2025-09-11	true	true	false	false	true
3747	campus	2026-04-02	true	2026-04-02	true	false	false	false	false
3748	alumni	2023-05-25	false	2023-11-09	true	true	true	false	false
3749	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3750	alumni	null	null	2022-08-22	true	true	true	false	true
3751	alumni	2022-05-09	false	2023-12-01	true	true	true	false	false
3752	alumni	null	null	2023-06-11	true	true	true	false	true
3753	alumni	null	null	2025-02-19	true	true	true	false	true
3754	campus	2026-03-19	true	2026-03-21	true	false	false	false	false
3755	campus	2026-04-05	true	2026-04-05	true	false	false	false	false
3756	alumni	2025-05-12	false	2026-01-15	true	false	false	false	false
3757	campus	2026-04-02	true	2026-04-06	true	false	false	false	false
3758	alumni	2024-06-13	false	2025-12-05	true	false	false	false	false
3759	campus	2023-09-18	true	2023-12-10	true	true	true	false	false
3760	campus	2026-04-07	true	2026-04-05	true	false	false	false	false
3761	campus	null	null	2025-01-08	true	true	true	false	true
3762	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3763	alumni	null	null	null	true	false	false	true	true
3764	campus	2026-03-12	true	2026-04-07	true	false	false	false	false
3765	campus	2023-08-16	false	2023-09-19	false	true	true	false	false
3766	campus	2026-02-09	true	2026-04-06	true	false	false	false	false
3767	campus	null	true	2025-05-30	true	true	false	false	true
3768	alumni	null	null	2022-08-12	true	true	true	false	true
3769	alumni	2023-06-20	false	2024-12-02	true	true	true	false	false
3770	campus	2024-11-01	true	2024-11-01	true	true	true	false	false
3771	campus	2025-05-15	true	2025-07-16	true	true	false	false	false
3772	campus	2026-03-04	true	2026-04-07	true	false	false	false	false
3773	campus	2021-11-17	false	null	null	false	false	true	false
3774	campus	2026-03-22	true	2026-04-06	true	false	false	false	false
3775	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3776	campus	2026-01-16	true	2026-03-19	true	false	false	false	false
3777	alumni	2023-01-30	false	2025-11-25	true	false	false	false	false
3778	campus	2024-02-17	true	2024-06-30	true	true	true	false	false
3779	campus	2024-08-28	true	2025-05-12	true	true	false	false	false
3780	campus	2026-03-16	true	2026-04-06	true	false	false	false	false
3781	campus	2026-03-04	true	2026-04-04	true	false	false	false	false
3782	campus	2026-03-23	true	2026-04-01	true	false	false	false	false
3783	campus	2026-02-05	true	2026-02-10	true	false	false	false	false
3784	alumni	null	null	2022-04-11	true	true	true	false	true
3785	campus	2024-06-02	true	2024-07-06	true	true	true	false	false
3786	campus	2024-09-20	true	2024-09-19	true	true	true	false	false
3787	alumni	2022-05-27	false	2025-10-23	true	false	false	false	false
3788	campus	2026-03-27	true	2026-04-06	true	false	false	false	false
3789	alumni	null	null	null	true	false	false	true	true
3790	campus	2025-03-01	true	2025-04-15	true	true	true	false	false
3791	campus	2026-03-30	true	2026-04-06	true	false	false	false	false
3792	alumni	2024-05-13	false	2024-09-20	true	true	true	false	false
3793	campus	2026-04-02	true	2026-04-06	true	false	false	false	false
3794	campus	2025-07-18	true	2025-07-19	true	true	false	false	false
3795	campus	2024-08-03	false	2025-01-10	true	true	true	false	false
3796	campus	2026-04-03	true	2026-04-07	true	false	false	false	false
3797	alumni	2023-05-08	false	2023-08-09	true	true	true	false	false
3798	alumni	null	null	2026-03-27	true	false	false	false	true
3799	campus	2026-01-29	true	2026-04-06	true	false	false	false	false
3800	alumni	2025-05-17	false	2025-07-13	true	true	false	false	false
3801	alumni	2022-05-09	false	2026-03-02	true	false	false	false	false
3802	campus	2026-04-03	true	2026-04-06	true	false	false	false	false
3803	alumni	2024-05-27	false	2025-12-23	true	false	false	false	false
3804	campus	2026-03-11	true	2026-04-07	true	false	false	false	false
3805	campus	2026-03-26	true	2026-04-04	true	false	false	false	false
3806	campus	null	null	null	false	false	false	true	true
3807	campus	null	null	null	true	false	false	true	true
3808	alumni	null	null	2026-04-06	true	false	false	false	true
3809	alumni	2025-05-15	false	2026-02-19	true	false	false	false	false
3810	alumni	null	null	2021-12-21	true	true	true	false	true
3811	alumni	2022-05-25	false	2024-04-17	true	true	true	false	false
3812	alumni	null	null	2026-03-27	true	false	false	false	true
3813	campus	null	true	null	true	false	false	true	true
3814	alumni	null	null	2023-04-24	true	true	true	false	true
3815	alumni	null	null	2026-03-28	true	false	false	false	true
3816	alumni	2023-05-16	false	2025-08-21	true	true	false	false	false
3817	alumni	2022-05-10	false	2022-08-21	true	true	true	false	false
3818	campus	2026-04-04	true	2026-04-07	true	false	false	false	false
3819	campus	2022-05-11	false	null	null	false	false	true	false
3820	alumni	2023-05-16	false	2023-07-13	true	true	true	false	false
3821	alumni	2024-06-24	false	2025-11-19	true	false	false	false	false
3822	campus	2025-01-30	true	2025-04-08	true	true	true	false	false
3823	alumni	2023-05-08	false	2023-05-19	true	true	true	false	false
3824	alumni	null	null	2023-05-08	true	true	true	false	true
3825	campus	null	true	null	true	false	false	true	true
3826	alumni	null	null	2022-12-30	true	true	true	false	true
3827	alumni	2024-06-16	false	2024-06-29	true	true	true	false	false
3828	alumni	2024-07-03	false	2026-03-02	true	false	false	false	false
3829	campus	2026-04-05	true	2026-04-07	true	false	false	false	false
3830	campus	2022-03-04	false	null	null	false	false	true	false
3831	campus	null	false	null	null	false	false	true	true
3832	alumni	null	null	2025-07-18	true	true	false	false	true
3833	campus	null	null	2021-09-08	true	true	true	false	true
3834	campus	2025-04-06	true	2025-04-06	true	true	true	false	false
3835	alumni	2022-05-14	false	2024-03-29	true	true	true	false	false
3836	campus	2025-02-24	true	2026-03-19	true	false	false	false	false
3837	campus	2026-01-16	true	2026-02-23	true	false	false	false	false
3838	campus	2026-04-03	true	2026-04-07	true	false	false	false	false
3839	alumni	2022-06-21	false	2025-09-16	true	true	false	false	false
3840	campus	2026-04-02	true	2026-04-07	true	false	false	false	false
3841	campus	2025-05-20	true	2025-06-06	true	true	false	false	false
3842	alumni	null	null	2025-12-07	true	false	false	false	true
3843	campus	2026-04-08	true	2026-04-07	true	false	false	false	false
3844	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3845	campus	2026-04-07	true	2026-04-07	true	false	false	false	false
3846	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3847	alumni	null	null	2022-12-15	true	true	true	false	true
3848	campus	2024-01-24	false	2024-04-22	false	true	true	false	false
3849	campus	2026-04-06	true	2026-04-06	true	false	false	false	false
3850	campus	2026-03-24	true	2026-04-06	true	false	false	false	false
3851	alumni	2022-05-13	false	2022-08-17	true	true	true	false	false
3852	campus	2026-01-21	true	2026-04-07	true	false	false	false	false
3853	alumni	2023-06-05	false	2024-11-30	true	true	true	false	false
3854	alumni	2022-06-13	false	2023-08-25	true	true	true	false	false
3855	alumni	2024-01-22	false	2024-05-07	true	true	true	false	false
3856	campus	2026-03-24	true	2026-04-06	true	false	false	false	false
3857	campus	2023-05-05	true	2024-03-01	false	true	true	false	false
3858	alumni	null	null	2022-10-03	true	true	true	false	true
3859	alumni	null	null	null	true	false	false	true	true
3860	campus	2026-04-02	true	2026-04-06	true	false	false	false	false
3861	campus	2026-04-01	true	2026-04-01	true	false	false	false	false
3862	alumni	2022-06-30	false	2024-09-02	true	true	true	false	false
3863	alumni	2022-05-11	false	2025-04-05	true	true	true	false	false
3864	campus	2023-06-02	true	2023-05-28	false	true	true	false	false
3865	alumni	2022-06-01	false	2026-03-07	true	false	false	false	false
3866	campus	2026-03-24	true	2026-04-04	true	false	false	false	false
3867	campus	2025-09-01	true	2025-09-01	true	true	false	false	false
3868	campus	2026-01-23	true	2026-04-06	true	false	false	false	false
3869	alumni	2022-04-03	false	2022-05-07	true	true	true	false	false
3870	campus	2026-04-05	true	2026-04-06	true	false	false	false	false
3871	campus	2026-03-18	true	2026-04-06	true	false	false	false	false
3872	alumni	2024-05-27	false	2026-02-03	true	false	false	false	false
3873	campus	2026-03-17	true	2026-04-06	true	false	false	false	false
3874	alumni	2025-05-22	false	2025-07-23	true	true	false	false	false
3875	alumni	2023-05-09	false	2024-07-31	true	true	true	false	false
3876	alumni	2024-05-13	false	2024-05-02	true	true	true	false	false
3877	campus	2026-04-04	true	2026-04-07	true	false	false	false	false
3878	campus	2026-04-02	true	2026-04-07	true	false	false	false	false
3879	campus	2026-03-17	true	2026-03-17	true	false	false	false	false
3880	campus	2022-12-19	false	null	null	false	false	true	false
3881	campus	2025-06-06	false	2025-06-16	false	true	false	false	false
3882	alumni	2025-05-12	false	2026-03-23	true	false	false	false	false
3883	campus	2025-01-28	true	2025-11-16	true	false	false	false	false
3884	alumni	2024-05-16	false	2024-06-05	true	true	true	false	false
3885	alumni	2023-05-08	false	2023-08-25	true	true	true	false	false
3886	alumni	2022-05-16	false	2025-11-23	true	false	false	false	false
3887	campus	2026-03-10	true	2026-04-03	true	false	false	false	false
3888	campus	2026-04-05	true	2026-04-06	true	false	false	false	false
3889	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3890	campus	2026-04-06	true	2026-04-06	true	false	false	false	false
3891	alumni	null	null	2026-01-22	true	false	false	false	true
3892	alumni	null	null	2022-10-10	true	true	true	false	true
3893	campus	2021-12-22	false	null	null	false	false	true	false
3894	alumni	null	null	2022-10-03	true	true	true	false	true
3895	campus	2026-04-02	true	2026-04-02	true	false	false	false	false
3896	campus	2026-03-27	true	2026-04-07	true	false	false	false	false
3897	campus	2024-09-09	true	2024-09-10	false	true	true	false	false
3898	alumni	null	null	2022-11-26	true	true	true	false	true
3899	campus	2024-08-08	true	2024-09-05	true	true	true	false	false
3900	campus	null	null	2025-11-20	true	false	false	false	true
3901	campus	2026-03-26	true	2026-04-06	true	false	false	false	false
3902	campus	2024-10-07	true	2024-11-05	true	true	true	false	false
3903	campus	2026-04-07	true	2026-04-07	true	false	false	false	false
3904	campus	2024-01-10	true	2024-06-12	true	true	true	false	false
3905	campus	2026-04-07	true	2026-04-07	true	false	false	false	false
3906	alumni	2024-05-30	false	2024-07-08	true	true	true	false	false
3907	alumni	null	null	null	true	false	false	true	true
3908	campus	2026-03-19	true	2026-04-06	true	false	false	false	false
3909	campus	2026-03-10	true	2026-04-07	true	false	false	false	false
3910	campus	2026-04-06	true	2026-04-07	true	false	false	false	false
3911	campus	2026-03-31	true	2026-04-07	true	false	false	false	false
3912	campus	2025-05-24	true	2025-10-09	true	true	false	false	false
3913	alumni	2023-05-08	false	2024-01-21	true	true	true	false	false
3914	campus	2025-01-07	true	2024-12-12	true	true	true	false	false
3915	campus	2025-09-02	true	2025-09-02	true	true	false	false	false
3916	alumni	2024-06-05	false	2025-05-23	true	true	false	false	false
3917	campus	2022-09-28	true	2023-04-13	true	true	true	false	false
3918	alumni	2022-05-13	false	2024-05-14	true	true	true	false	false
3919	campus	null	null	2026-04-03	true	false	false	false	true
3920	campus	2026-04-02	true	2026-04-06	true	false	false	false	false
3921	alumni	null	null	2021-11-04	true	true	true	false	true
3922	campus	2026-02-25	true	2026-04-05	true	false	false	false	false
3923	campus	2025-12-24	true	2026-04-06	true	false	false	false	false
3924	campus	2026-04-04	true	2026-04-04	true	false	false	false	false
3925	alumni	null	null	2022-05-17	true	true	true	false	true
3926	alumni	null	null	2023-12-18	true	true	true	false	true
3927	alumni	null	null	2023-11-15	true	true	true	false	true
3928	alumni	2022-05-09	false	2022-05-07	true	true	true	false	false
3929	alumni	null	null	2025-11-22	true	false	false	false	true
3930	campus	2025-01-23	false	2025-08-01	false	true	false	false	false
3931	alumni	null	null	2026-04-04	true	false	false	false	true
3932	campus	2026-03-11	true	2026-03-26	true	false	false	false	false
3933	campus	2025-12-04	true	2026-01-27	true	false	false	false	false
3934	campus	2024-05-14	true	2024-05-21	true	true	true	false	false
3935	alumni	null	null	2024-08-05	true	true	true	false	true
3936	campus	2026-04-06	true	2026-04-07	true	false	false	false	false
3937	alumni	null	null	2021-12-28	true	true	true	false	true
3938	alumni	null	null	null	true	false	false	true	true
3939	alumni	2024-06-24	false	2026-02-24	true	false	false	false	false
3940	alumni	null	null	2025-03-20	true	true	true	false	true
3941	alumni	null	null	2025-01-13	true	true	true	false	true
3942	alumni	2025-06-16	false	2026-04-02	true	false	false	false	false
3943	campus	2026-04-01	true	2026-04-06	true	false	false	false	false
3944	campus	2026-04-03	true	2026-04-06	true	false	false	false	false
3945	campus	2024-09-21	true	2024-10-30	true	true	true	false	false
3946	campus	2025-01-21	true	2025-02-28	true	true	true	false	false
3947	alumni	null	null	2026-04-04	true	false	false	false	true
3948	alumni	null	null	2021-11-12	true	true	true	false	true
3949	alumni	2024-05-26	false	2026-03-11	true	false	false	false	false
3950	campus	2022-05-23	false	null	null	false	false	true	false
3951	alumni	2022-07-05	false	2022-07-02	true	true	true	false	false
3952	campus	2026-04-08	true	2026-04-07	true	false	false	false	false
3953	alumni	2022-05-18	false	2026-03-29	true	false	false	false	false
3954	alumni	2024-06-24	false	2025-12-11	true	false	false	false	false
3955	campus	2026-03-24	true	2026-03-24	true	false	false	false	false
3956	campus	2026-01-07	true	2026-03-22	true	false	false	false	false
3957	campus	2026-04-06	true	2026-04-06	true	false	false	false	false
3958	campus	2024-09-10	true	2024-09-29	true	true	true	false	false
3959	alumni	null	null	2026-01-04	true	false	false	false	true
3960	alumni	2025-05-19	false	2025-09-04	true	true	false	false	false
3961	campus	2024-02-28	true	2023-11-03	true	true	true	false	false
3962	campus	2026-04-02	true	2026-04-03	true	false	false	false	false
3963	campus	2025-01-31	true	2026-03-09	true	false	false	false	false
3964	campus	null	null	2025-03-27	true	true	true	false	true
3965	campus	null	null	2026-04-02	false	false	false	false	true
3966	campus	null	null	null	false	false	false	true	true
3967	campus	2022-06-17	false	2026-04-01	true	false	false	false	false
3968	campus	2026-02-01	true	2026-04-06	true	false	false	false	false
3969	campus	null	false	null	null	false	false	true	true
3970	campus	null	null	null	true	false	false	true	true
3971	campus	2023-10-20	false	null	null	false	false	true	false
3972	campus	null	null	null	false	false	false	true	true
3973	campus	2022-09-02	false	null	null	false	false	true	false
3974	campus	2021-10-13	false	2025-02-27	true	true	true	false	false
3975	campus	null	null	null	false	false	false	true	true
3976	campus	2025-08-23	false	null	null	false	false	true	false
3977	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3978	alumni	2022-05-09	false	2025-08-25	true	true	false	false	false
3979	alumni	null	null	2026-03-27	true	false	false	false	true
3980	alumni	2025-06-18	true	2025-05-07	true	true	false	false	false
3981	alumni	null	null	2025-02-06	true	true	true	false	true
3982	campus	2026-04-07	true	2026-04-04	true	false	false	false	false
3983	alumni	2022-10-28	false	2023-03-12	true	true	true	false	false
3984	campus	2023-11-08	false	2024-12-27	true	true	true	false	false
3985	alumni	2022-05-11	false	2022-09-20	true	true	true	false	false
3986	campus	2026-02-27	true	2026-03-31	true	false	false	false	false
3987	alumni	2021-08-31	false	2022-12-14	true	true	true	false	false
3988	campus	2026-01-21	true	2026-04-05	true	false	false	false	false
3989	alumni	null	null	2022-12-21	true	true	true	false	true
3990	campus	2026-03-25	true	2026-04-06	true	false	false	false	false
3991	alumni	null	null	2025-01-08	true	true	true	false	true
3992	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
3993	campus	2026-02-20	true	2026-04-06	true	false	false	false	false
3994	campus	2026-03-18	true	2026-04-07	true	false	false	false	false
3995	campus	null	false	null	false	false	false	true	true
3996	alumni	2022-05-12	false	2022-08-17	true	true	true	false	false
3997	alumni	2022-05-09	false	2022-10-30	true	true	true	false	false
3998	campus	null	false	null	false	false	false	true	true
3999	alumni	null	null	2026-04-07	true	false	false	false	true
4000	campus	2026-02-25	true	2026-04-06	true	false	false	false	false
4001	alumni	2022-05-10	false	2024-04-25	true	true	true	false	false
4002	alumni	null	null	null	true	false	false	true	true
4003	alumni	null	null	2022-04-16	true	true	true	false	true
4004	alumni	2023-05-08	false	2023-07-30	true	true	true	false	false
4005	campus	2025-01-30	true	2025-05-22	true	true	false	false	false
4006	alumni	null	null	2025-11-23	true	false	false	false	true
4007	campus	2025-05-20	true	2025-06-02	true	true	false	false	false
4008	campus	2026-01-27	true	2026-01-27	true	false	false	false	false
4009	alumni	null	null	2026-03-30	true	false	false	false	true
4010	campus	2026-04-04	true	2026-04-07	true	false	false	false	false
4011	alumni	null	null	2022-08-16	true	true	true	false	true
4012	campus	2026-03-11	true	2026-04-07	true	false	false	false	false
4013	alumni	null	null	2025-08-26	true	true	false	false	true
4014	alumni	2025-05-15	false	2026-03-05	true	false	false	false	false
4015	alumni	2022-05-12	false	2026-01-26	true	false	false	false	false
4016	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
4017	campus	2025-07-24	false	null	null	false	false	true	false
4018	campus	2024-07-02	false	2025-01-07	false	true	true	false	false
4019	alumni	null	null	2024-01-30	true	true	true	false	true
4020	alumni	2022-05-09	false	2023-01-03	true	true	true	false	false
4021	alumni	null	null	2023-06-03	true	true	true	false	true
4022	campus	2026-04-05	true	2026-04-06	true	false	false	false	false
4023	alumni	null	null	2026-04-03	true	false	false	false	true
4024	campus	2026-03-25	true	2026-04-06	true	false	false	false	false
4025	campus	null	true	null	true	false	false	true	true
4026	campus	2021-08-31	false	null	null	false	false	true	false
4027	campus	2022-04-04	false	null	null	false	false	true	false
4028	campus	2026-03-28	true	2026-04-07	true	false	false	false	false
4029	campus	2024-02-12	false	null	null	false	false	true	false
4030	campus	null	null	null	true	false	false	true	true
4031	campus	2023-08-11	false	2023-08-10	false	true	true	false	false
4032	campus	2024-10-02	false	null	null	false	false	true	false
4033	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
4034	campus	2025-07-22	false	2025-08-21	true	true	false	false	false
4036	campus	null	null	2024-06-26	false	true	true	false	true
4037	campus	2026-04-04	true	2026-04-05	true	false	false	false	false
4038	alumni	2023-06-27	false	2023-08-08	true	true	true	false	false
4039	alumni	null	null	2024-06-21	true	true	true	false	true
4040	campus	null	true	null	true	false	false	true	true
4041	alumni	null	null	2024-11-19	true	true	true	false	true
4042	campus	null	true	null	true	false	false	true	true
4043	alumni	2024-05-13	false	2024-08-06	true	true	true	false	false
4044	alumni	null	null	2025-01-27	true	true	true	false	true
4045	campus	2026-04-02	true	2026-04-06	true	false	false	false	false
4046	campus	2026-04-08	true	2026-04-06	true	false	false	false	false
4047	alumni	2023-05-16	false	2024-01-12	true	true	true	false	false
4048	campus	2026-03-24	true	2026-04-06	true	false	false	false	false
4049	alumni	2022-06-08	false	2022-06-14	true	true	true	false	false
4050	campus	2025-02-19	true	2025-10-16	true	true	false	false	false
4051	campus	2022-12-21	false	null	null	false	false	true	false
4052	campus	2026-01-31	true	2026-03-27	true	false	false	false	false
4053	alumni	null	null	null	true	false	false	true	true
4054	alumni	null	null	null	true	false	false	true	true
4055	campus	2022-01-05	false	null	null	false	false	true	false
4056	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
4057	campus	2026-04-04	true	2026-04-06	true	false	false	false	false
4058	campus	2026-04-02	true	2026-04-02	true	false	false	false	false
4059	campus	2026-03-09	true	2026-04-06	true	false	false	false	false
4060	alumni	null	null	null	true	false	false	true	true
4061	campus	2025-04-08	true	2025-04-08	true	true	true	false	false
4062	campus	2024-01-22	true	2025-12-03	true	false	false	false	false
4063	alumni	null	null	2026-03-16	true	false	false	false	true
4064	alumni	null	null	2021-12-22	true	true	true	false	true
4065	campus	2022-09-07	false	2025-03-31	true	true	true	false	false
4066	alumni	null	null	2025-08-15	true	true	false	false	true
4067	campus	null	false	null	null	false	false	true	true
4068	alumni	2024-05-15	false	2024-11-28	true	true	true	false	false
4069	campus	2026-03-25	true	2026-04-06	true	false	false	false	false
4070	campus	2026-01-19	true	2026-04-06	true	false	false	false	false
4071	alumni	null	null	2026-03-28	true	false	false	false	true
4072	alumni	2024-05-13	false	2026-03-13	true	false	false	false	false
4073	campus	2026-03-23	true	2026-04-05	true	false	false	false	false
4074	alumni	2025-05-12	false	2026-03-31	true	false	false	false	false
4075	campus	2021-08-26	false	null	null	false	false	true	false
4076	campus	2026-03-24	true	2026-04-06	true	false	false	false	false
4077	campus	2025-05-12	false	2025-06-02	false	true	false	false	false
4078	alumni	null	null	2022-02-28	true	true	true	false	true
4079	campus	2026-03-03	true	2026-03-04	true	false	false	false	false
4080	alumni	2025-05-21	false	2026-01-22	true	false	false	false	false
4081	campus	2026-04-07	true	2026-04-06	true	false	false	false	false
4082	alumni	2023-05-19	false	2026-02-10	true	false	false	false	false
4083	alumni	2024-06-12	false	2025-01-20	true	true	true	false	false
4084	alumni	2024-07-01	false	2024-08-27	true	true	true	false	false
4085	alumni	2022-05-09	false	2026-04-02	true	false	false	false	false
4086	alumni	null	null	2023-11-02	true	true	true	false	true
4087	campus	2024-05-23	true	2024-05-29	true	true	true	false	false
4088	campus	null	false	null	null	false	false	true	true
4089	alumni	2022-06-14	false	2025-10-24	true	false	false	false	false
4090	alumni	null	null	2025-05-08	true	true	false	false	true
4091	alumni	2023-01-11	false	2023-11-01	true	true	true	false	false
4092	alumni	2023-05-08	false	2024-02-13	true	true	true	false	false
4093	campus	2026-01-19	true	2026-04-06	true	false	false	false	false
4094	campus	2026-04-06	true	2026-04-06	true	false	false	false	false
4095	alumni	2024-07-01	false	2025-11-11	true	false	false	false	false
4096	alumni	2023-06-21	false	2024-06-10	true	true	true	false	false
4097	alumni	2023-05-08	false	2026-01-28	true	false	false	false	false
4098	campus	2026-04-02	true	2026-04-02	true	false	false	false	false
4099	campus	2022-12-15	false	null	null	false	false	true	false
4100	alumni	2025-05-13	false	2025-12-19	true	false	false	false	false
4101	campus	2026-01-31	true	2026-04-06	true	false	false	false	false
4102	alumni	null	null	2026-03-05	true	false	false	false	true
4103	alumni	null	null	2023-01-10	true	true	true	false	true
4104	alumni	2023-06-16	false	2023-08-31	true	true	true	false	false
4105	campus	2025-11-24	true	2025-11-24	true	false	false	false	false
4106	campus	2026-04-05	true	2026-04-06	true	false	false	false	false
4107	alumni	2025-05-14	false	2025-09-04	true	true	false	false	false
4108	alumni	null	null	2025-03-04	true	true	true	false	true
