accountType,accountId,enabledInPeopleSoft,enabledInEntraMicrosoft,unusedEntraMicrosoft6Months,unusedEntraMicrosoft12Months,neverUsedEntraMicrosoft,neverUsedPeopleSoft
campus,2754,true,true,false,false,false,false
alumni,2755,false,true,false,false,true,true
alumni,2756,false,true,true,true,false,true
alumni,2757,false,true,true,true,false,true
campus,2758,true,true,false,false,false,false
campus,2759,true,true,false,false,false,false
alumni,2760,false,true,true,false,false,false
alumni,2761,false,true,true,true,false,true
campus,2762,true,true,false,false,false,false
campus,2763,true,true,true,true,false,false
campus,2764,true,true,false,false,false,false
alumni,2765,false,true,true,true,false,true
campus,2766,false,false,true,true,false,false
alumni,2767,false,true,true,true,false,true
campus,2768,true,true,false,false,false,false
campus,2769,true,true,false,false,false,false
campus,2770,true,true,false,false,false,false
alumni,2771,false,true,true,false,false,false
campus,2774,true,true,false,false,false,false
campus,2776,true,true,false,false,false,false
alumni,2777,false,true,true,true,false,false
alumni,2778,false,true,false,false,false,true
alumni,2779,false,true,true,true,false,true
alumni,2780,false,true,false,false,false,true
campus,2781,true,true,false,false,false,false
campus,2782,true,true,true,true,false,false
campus,2783,true,true,false,false,false,false
alumni,2784,false,true,true,true,false,true
campus,2785,true,true,false,false,false,false
campus,2786,true,true,false,false,false,false
campus,2787,true,true,true,true,false,false
campus,2788,false,false,false,false,false,false
campus,2789,true,true,false,false,false,true
campus,2790,false,true,false,false,true,true
campus,2791,true,true,false,false,false,false
campus,2792,false,false,false,false,true,true
campus,2793,false,true,false,false,false,true
campus,2794,false,false,false,false,true,false
campus,2795,false,false,false,false,true,true
campus,2796,true,true,false,false,false,false
alumni,2797,false,true,false,false,false,true
campus,2798,false,true,false,false,true,true
campus,2799,true,true,false,false,false,false
campus,2800,false,false,false,false,true,false
campus,2801,true,true,false,false,false,false
campus,2802,false,false,false,false,false,true
campus,2803,true,true,false,false,false,false
campus,2804,false,true,false,false,true,true
campus,2805,false,false,false,false,true,true
campus,2806,false,false,false,false,true,false
campus,2807,false,false,false,false,true,true
campus,2808,true,true,false,false,false,false
alumni,2809,false,true,true,true,false,false
campus,2810,true,true,false,false,false,false
campus,2811,true,true,false,false,false,false
alumni,2812,false,true,true,true,false,false
alumni,2813,false,true,true,true,false,false
alumni,2814,false,true,true,true,false,true
alumni,2815,false,true,true,true,false,false
alumni,2816,false,true,true,true,false,true
campus,2817,true,true,false,false,false,false
alumni,2818,false,true,true,true,false,true
campus,2819,true,true,false,false,false,false
alumni,2820,false,true,true,true,false,false
campus,2821,true,false,false,false,true,false
alumni,2822,false,true,true,false,false,false
alumni,2823,false,true,true,true,false,true
campus,2824,true,true,false,false,false,false
alumni,2825,false,true,true,true,false,false
campus,2826,true,true,true,true,false,false
campus,2827,true,true,false,false,false,false
campus,2828,true,true,false,false,false,false
campus,2829,true,true,false,false,false,false
campus,2830,false,false,false,false,true,true
campus,2831,true,true,true,true,false,false
campus,2832,false,true,true,true,false,false
alumni,2833,false,true,false,false,true,true
campus,2834,false,false,false,false,true,false
alumni,2835,false,true,true,true,false,true
campus,2836,true,true,false,false,false,false
campus,2837,true,true,false,false,false,false
campus,2838,true,true,false,false,false,false
campus,2839,true,true,false,false,false,false
campus,2840,false,false,false,false,true,false
campus,2841,false,false,false,false,true,false
alumni,2842,false,true,false,false,false,false
campus,2843,true,true,false,false,false,false
campus,2844,false,true,false,false,true,true
campus,2845,false,false,false,false,true,false
alumni,2846,false,true,true,false,false,false
campus,2847,false,false,false,false,true,true
campus,2848,true,true,false,false,false,false
alumni,2849,false,true,false,false,false,false
alumni,2850,false,true,true,true,false,false
alumni,2851,false,true,true,true,false,false
alumni,2852,false,true,true,true,false,false
campus,2853,true,true,true,true,false,false
alumni,2854,false,true,false,false,false,false
campus,2855,true,true,false,false,false,false
alumni,2856,false,true,false,false,false,true
alumni,2857,false,true,true,true,false,true
alumni,2858,false,true,false,false,false,true
campus,2859,false,false,true,true,false,false
campus,2860,true,true,false,false,false,false
alumni,2861,false,true,false,false,false,false
alumni,2862,false,true,true,true,false,true
alumni,2863,false,true,false,false,false,false
campus,2864,false,false,true,true,false,false
alumni,2865,false,true,true,true,false,false
campus,2866,true,true,false,false,false,false
alumni,2867,false,true,true,true,false,false
campus,2868,true,true,false,false,false,false
campus,2869,true,true,false,false,false,false
campus,2870,true,true,false,false,false,false
alumni,2871,false,true,false,false,false,false
alumni,2872,false,true,true,true,false,true
campus,2873,true,true,false,false,false,false
campus,2874,true,true,false,false,false,false
alumni,2876,false,true,true,true,false,true
campus,2877,false,false,false,false,true,true
campus,2878,true,true,false,false,false,false
alumni,2879,false,true,true,true,false,true
alumni,2880,false,true,false,false,false,false
campus,2881,true,true,false,false,false,false
campus,2882,true,true,false,false,false,false
campus,2883,false,false,true,true,false,false
alumni,2884,false,true,false,false,false,true
campus,2885,true,true,false,false,false,false
campus,2886,true,true,false,false,false,false
campus,2887,false,false,false,false,true,true
alumni,2888,false,true,true,true,false,true
alumni,2889,false,true,true,true,false,false
campus,2890,true,true,false,false,false,false
campus,2891,true,true,false,false,false,false
campus,2892,true,true,true,true,false,false
alumni,2893,false,true,true,false,false,true
campus,2894,false,false,false,false,true,true
campus,2895,true,true,false,false,false,false
campus,2896,false,true,false,false,false,true
campus,2897,false,false,false,false,true,false
campus,2898,false,false,false,false,false,false
campus,2899,true,true,false,false,false,false
campus,2900,false,true,false,false,false,true
campus,2901,true,false,false,false,true,true
campus,2902,false,false,false,false,true,true
campus,2903,false,false,false,false,true,true
campus,2904,false,true,false,false,true,true
campus,2905,true,true,false,false,false,false
campus,2906,false,false,false,false,false,false
campus,2907,false,false,false,false,true,false
campus,2908,true,true,false,false,false,false
campus,2909,false,true,true,true,false,false
campus,2910,true,true,false,false,false,false
campus,2911,false,false,false,false,true,true
campus,2912,true,true,false,false,false,false
campus,2913,true,true,false,false,false,false
campus,2914,true,true,false,false,false,false
campus,2915,false,false,false,false,true,false
campus,2916,false,false,false,false,true,false
campus,2917,false,true,false,false,true,true
campus,2918,false,false,true,true,false,true
campus,2919,true,true,false,false,false,false
campus,2920,true,true,false,false,false,false
campus,2921,true,true,false,false,false,false
campus,2922,true,true,false,false,false,false
campus,2923,false,false,false,false,true,true
campus,2924,true,true,false,false,false,false
campus,2925,false,false,false,false,true,false
campus,2926,false,false,false,false,false,true
campus,2927,false,false,false,false,true,false
campus,2928,true,true,false,false,false,false
campus,2929,false,true,false,false,false,true
campus,2930,false,false,false,false,true,false
campus,2931,false,false,false,false,true,false
campus,2932,true,true,false,false,false,true
campus,2933,true,false,true,false,false,true
campus,2934,false,false,false,false,true,false
campus,2935,true,true,false,false,false,false
campus,2936,false,false,false,false,true,false
campus,2937,true,true,false,false,false,false
alumni,2938,false,true,true,true,false,false
campus,2939,true,true,false,false,false,false
campus,2940,true,true,false,false,false,false
campus,2941,true,true,false,false,false,false
campus,2942,true,true,false,false,false,false
campus,2943,true,true,false,false,false,false
campus,2944,true,true,false,false,false,false
campus,2945,true,true,true,false,false,false
campus,2946,false,false,false,false,false,false
alumni,2947,false,true,false,false,false,false
alumni,2948,false,true,false,false,true,true
campus,2949,false,false,false,false,true,true
alumni,2950,false,true,true,true,false,true
campus,2951,false,false,false,false,true,false
campus,2952,true,true,true,false,false,false
alumni,2953,false,true,true,true,false,false
campus,2954,true,true,false,false,false,false
alumni,2955,false,true,true,true,false,true
campus,2956,true,false,false,false,true,false
alumni,2957,false,true,true,true,false,false
campus,2958,true,true,false,false,false,false
alumni,2959,false,true,false,false,false,false
alumni,2960,false,true,false,false,false,false
campus,2961,true,true,true,true,false,false
campus,2962,true,true,false,false,false,false
alumni,2963,false,true,true,false,false,false
alumni,2964,false,true,true,true,false,false
campus,2965,false,false,false,false,true,true
campus,2966,true,true,false,false,false,false
campus,2967,true,true,false,false,false,false
alumni,2968,false,true,false,false,false,false
campus,2969,true,true,false,false,false,false
campus,2970,false,false,false,false,true,true
alumni,2971,false,true,true,false,false,false
campus,2972,true,true,false,false,false,false
campus,2973,true,true,false,false,false,false
alumni,2974,false,true,false,false,false,false
alumni,2975,false,true,false,false,false,false
campus,2976,false,true,false,false,false,true
alumni,2977,false,true,true,false,false,true
alumni,2978,false,true,true,false,false,false
alumni,2979,false,true,true,true,false,true
campus,2980,false,false,false,false,true,false
campus,2981,true,true,false,false,false,false
campus,2982,true,true,true,false,false,false
alumni,2983,false,true,true,false,false,false
campus,2984,true,true,false,false,false,false
campus,2985,false,false,true,true,false,true
campus,2986,true,true,false,false,false,false
campus,2987,true,true,false,false,false,false
alumni,2988,false,true,true,true,false,false
campus,2989,false,false,false,false,true,false
alumni,2990,false,true,true,false,false,false
campus,2991,true,true,false,false,true,true
campus,2992,true,true,false,false,false,false
alumni,2993,false,true,true,false,false,false
campus,2994,true,true,false,false,false,false
campus,2995,true,true,true,true,false,false
alumni,2996,false,true,true,true,false,false
alumni,2997,false,true,true,true,false,false
alumni,2998,false,true,true,true,false,true
alumni,2999,false,true,true,true,false,true
campus,3000,true,true,false,false,false,false
alumni,3001,false,true,false,false,false,false
campus,3003,true,true,false,false,false,false
campus,3004,true,true,false,false,false,false
alumni,3005,false,true,true,true,false,false
alumni,3006,false,true,true,false,false,true
alumni,3007,false,true,true,false,false,false
campus,3008,true,true,true,false,false,false
alumni,3009,false,true,true,true,false,true
alumni,3010,false,true,true,true,false,false
campus,3011,true,true,false,false,false,false
campus,3012,true,true,false,false,false,false
alumni,3013,false,true,false,false,false,false
campus,3014,false,false,true,true,false,false
alumni,3015,false,true,false,false,false,false
alumni,3016,false,true,true,true,false,false
alumni,3017,false,true,true,true,false,true
alumni,3018,false,true,true,true,false,false
campus,3019,true,true,false,false,false,false
alumni,3020,false,true,true,true,false,false
campus,3021,true,true,false,false,false,false
alumni,3022,false,true,false,false,false,true
campus,3023,true,true,false,false,false,false
alumni,3024,false,true,false,false,true,true
alumni,3025,false,true,true,true,false,true
campus,3026,false,true,true,true,false,false
campus,3027,true,true,false,false,false,false
alumni,3028,false,true,true,true,false,false
campus,3029,false,false,false,false,true,false
campus,3030,true,true,false,false,false,false
campus,3031,true,true,true,false,false,false
campus,3032,true,true,false,false,false,false
campus,3033,true,true,false,false,false,false
campus,3034,false,false,false,false,false,false
campus,3035,true,true,false,false,false,false
campus,3036,true,true,false,false,false,false
campus,3037,false,false,false,false,false,true
campus,3038,false,true,false,false,true,true
campus,3040,true,true,false,false,false,false
alumni,3041,false,true,false,false,false,true
alumni,3042,false,true,true,true,false,true
campus,3043,true,true,true,true,false,false
campus,3044,true,true,true,false,false,false
campus,3045,true,true,true,false,false,false
campus,3046,true,false,false,false,true,true
campus,3047,false,false,false,false,true,false
campus,3048,false,false,false,false,true,false
campus,3049,false,false,false,false,true,true
campus,3050,false,false,false,false,true,false
alumni,3051,false,true,true,false,false,false
campus,3052,true,true,false,false,false,false
alumni,3053,false,true,false,false,false,false
alumni,3054,false,true,true,true,false,false
campus,3055,false,false,false,false,false,true
campus,3056,true,true,false,false,false,true
campus,3057,false,false,false,false,true,false
alumni,3061,false,true,false,false,false,false
alumni,3062,false,true,true,true,false,false
campus,3063,true,true,false,false,false,false
campus,3064,false,false,false,false,true,false
alumni,3065,false,true,true,false,false,false
alumni,3066,false,true,true,true,false,false
campus,3067,true,true,false,false,false,false
campus,3069,true,true,false,false,false,false
campus,3070,false,false,false,false,true,false
campus,3071,false,false,false,false,false,false
campus,3072,false,false,false,false,true,false
campus,3074,false,false,false,false,true,false
campus,3075,false,false,false,false,true,false
campus,3076,false,false,false,false,true,true
campus,3077,true,true,false,false,false,false
campus,3078,true,true,false,false,false,false
campus,3079,true,true,false,false,false,false
campus,3080,false,true,false,false,false,true
campus,3081,true,true,false,false,false,false
campus,3082,false,true,false,false,false,false
campus,3083,false,false,false,false,true,false
campus,3084,false,true,false,false,false,false
campus,3085,false,false,false,false,true,false
campus,3086,true,true,false,false,false,false
campus,3087,true,true,false,false,false,false
campus,3088,true,true,false,false,false,false
campus,3089,false,false,false,false,true,false
campus,3090,false,false,false,false,true,true
campus,3091,false,true,false,false,true,true
campus,3092,false,true,false,false,false,false
campus,3093,false,true,false,false,false,true
campus,3094,true,true,false,false,false,false
campus,3095,false,true,false,false,false,false
campus,3096,true,true,false,false,false,false
campus,3097,false,false,false,false,true,false
campus,3098,false,false,false,false,true,false
campus,3099,true,true,false,false,false,false
alumni,3100,false,true,true,true,false,true
alumni,3101,false,true,false,false,false,true
alumni,3102,false,true,false,false,false,false
alumni,3103,false,true,true,false,false,true
alumni,3104,false,true,false,false,false,false
campus,3105,true,true,false,false,false,false
alumni,3106,false,true,true,true,false,true
alumni,3107,false,true,true,false,false,true
campus,3108,true,true,false,false,false,false
campus,3109,true,true,false,false,false,false
campus,3110,true,true,true,true,false,true
alumni,3111,false,true,true,true,false,false
campus,3112,true,true,false,false,false,false
alumni,3113,false,true,true,false,false,true
campus,3114,true,true,false,false,false,false
alumni,3115,false,true,false,false,false,false
alumni,3116,false,true,false,false,false,false
alumni,3117,false,true,true,true,false,true
campus,3118,true,true,true,true,false,false
alumni,3119,false,true,true,true,false,true
campus,3120,true,true,false,false,false,false
alumni,3121,false,true,true,true,false,false
alumni,3122,false,true,false,false,false,false
alumni,3123,false,true,false,false,false,false
alumni,3124,false,true,true,true,false,true
alumni,3125,false,true,true,true,false,true
campus,3126,true,true,false,false,false,false
campus,3127,true,true,false,false,false,false
campus,3128,true,true,true,true,false,false
campus,3129,false,true,true,true,false,false
alumni,3130,false,true,false,false,false,true
alumni,3131,false,true,true,true,false,false
campus,3132,false,false,false,false,true,true
alumni,3133,false,true,false,false,false,true
campus,3134,false,true,true,true,false,false
campus,3135,true,true,true,true,false,false
alumni,3136,false,true,true,true,false,false
campus,3137,true,true,false,false,false,false
alumni,3138,false,true,false,false,false,false
alumni,3139,false,true,false,false,true,true
campus,3140,true,false,true,false,false,false
alumni,3141,false,true,false,false,false,true
alumni,3142,false,true,true,true,false,false
campus,3143,true,true,false,false,false,false
campus,3144,false,true,true,false,false,false
alumni,3145,false,true,true,true,false,true
campus,3146,true,true,false,false,false,false
campus,3147,true,true,false,false,false,false
alumni,3148,false,true,false,false,false,false
alumni,3149,false,true,true,true,false,false
campus,3150,true,true,false,false,false,false
campus,3151,true,true,false,false,false,false
alumni,3152,false,true,true,true,false,true
campus,3153,true,true,false,false,false,false
alumni,3154,false,false,false,false,true,true
alumni,3155,false,true,false,false,false,false
campus,3156,true,true,false,false,false,false
alumni,3157,false,true,false,false,false,false
campus,3158,true,true,true,true,false,false
alumni,3159,false,true,true,true,false,true
campus,3160,true,true,false,false,false,false
campus,3161,true,true,false,false,false,false
alumni,3162,false,true,false,false,false,false
campus,3163,false,true,true,false,false,false
alumni,3164,false,true,true,false,false,false
campus,3165,true,true,false,false,false,false
campus,3166,false,false,true,true,false,false
campus,3167,false,true,false,false,false,false
campus,3168,true,true,false,false,false,false
campus,3169,false,false,false,false,true,false
campus,3170,false,false,false,false,true,false
campus,3171,true,true,false,false,false,false
campus,3172,false,false,false,false,true,true
campus,3173,false,false,false,false,true,false
campus,3174,false,false,false,false,true,false
campus,3175,false,false,false,false,false,true
campus,3176,true,true,false,false,false,false
alumni,3177,false,true,false,false,false,true
campus,3178,true,true,false,false,false,false
campus,3179,true,true,false,false,false,false
campus,3180,true,true,false,false,false,false
campus,3181,true,true,false,false,false,false
alumni,3182,false,true,false,false,false,false
alumni,3183,false,true,false,false,false,true
campus,3184,false,true,false,false,true,true
campus,3185,true,true,false,false,false,false
campus,3186,true,true,false,false,false,false
campus,3187,false,true,false,false,false,true
campus,3188,true,false,false,false,false,false
campus,3189,true,true,false,false,false,false
alumni,3190,false,true,true,true,false,false
campus,3191,false,false,false,false,true,false
campus,3192,true,true,false,false,false,false
campus,3193,true,true,false,false,false,false
campus,3194,true,true,false,false,false,false
alumni,3195,false,true,false,false,false,true
alumni,3196,false,true,true,true,false,true
campus,3197,true,true,false,false,false,false
campus,3198,false,false,false,false,true,true
alumni,3199,false,true,true,false,false,true
campus,3200,true,true,false,false,false,false
campus,3201,true,true,false,false,false,false
campus,3202,true,true,false,false,false,false
alumni,3203,false,true,false,false,true,true
alumni,3204,false,true,true,true,false,false
campus,3205,true,true,false,false,false,false
campus,3206,false,false,false,false,true,false
campus,3207,true,true,false,false,false,false
campus,3208,true,true,false,false,false,false
campus,3209,false,false,false,false,true,false
alumni,3210,false,true,false,false,false,false
campus,3211,false,false,false,false,true,false
campus,3213,true,true,false,false,false,false
campus,3214,true,true,false,false,false,false
alumni,3215,false,true,true,false,false,true
campus,3216,true,true,false,false,false,false
campus,3217,true,true,false,false,false,false
campus,3218,true,true,false,false,false,false
alumni,3219,false,true,true,false,false,false
campus,3220,true,true,false,false,false,false
campus,3221,true,true,false,false,false,false
alumni,3222,false,true,true,true,false,true
campus,3223,true,true,false,false,false,false
alumni,3224,false,true,false,false,false,false
campus,3226,true,false,false,false,true,true
campus,3227,true,true,false,false,false,false
alumni,3228,false,true,false,false,false,false
alumni,3229,false,true,false,false,true,true
alumni,3230,false,true,true,true,false,true
alumni,3231,false,true,true,true,false,true
campus,3232,false,false,false,false,true,false
campus,3233,false,true,false,false,true,true
campus,3234,false,true,false,false,true,true
campus,3235,false,false,false,false,true,false
alumni,3236,false,true,true,true,false,true
campus,3237,false,false,false,false,true,true
alumni,3238,false,true,false,false,true,true
campus,3239,false,true,false,false,false,false
campus,3240,true,true,false,false,false,false
campus,3241,false,true,false,false,true,false
campus,3242,false,false,false,false,true,true
alumni,3243,false,true,true,true,false,false
campus,3244,true,true,true,true,false,false
campus,3245,true,true,false,false,false,false
alumni,3246,false,true,true,true,false,false
campus,3248,false,false,false,false,true,false
campus,3249,false,true,false,false,false,false
campus,3250,true,true,false,false,false,false
alumni,3251,false,true,true,false,false,false
campus,3252,true,true,false,false,false,false
alumni,3253,false,true,false,false,false,false
campus,3254,true,true,false,false,false,false
campus,3255,false,false,false,false,true,false
alumni,3256,false,true,false,false,false,false
campus,3257,false,false,false,false,true,false
campus,3258,false,false,false,false,false,false
campus,3259,false,false,false,false,true,false
campus,3260,true,true,false,false,false,false
alumni,3261,false,true,true,true,false,false
campus,3262,true,true,false,false,false,false
alumni,3263,false,true,true,true,false,true
campus,3264,true,true,false,false,false,false
campus,3265,false,false,false,false,true,false
campus,3266,true,true,true,false,false,false
campus,3267,true,true,false,false,false,false
campus,3268,false,false,false,false,true,false
campus,3269,false,false,false,false,true,true
campus,3270,true,true,false,false,false,false
alumni,3271,false,true,false,false,false,true
campus,3272,true,true,true,true,false,false
campus,3273,true,true,false,false,false,true
campus,3274,true,true,false,false,false,false
campus,3275,false,false,false,false,true,false
campus,3276,true,true,false,false,false,false
alumni,3277,false,true,true,true,false,false
campus,3278,true,true,false,false,false,false
campus,3279,true,true,false,false,false,false
alumni,3280,false,true,false,false,true,true
campus,3281,false,false,false,false,false,true
alumni,3282,false,true,true,true,false,false
alumni,3283,false,true,true,false,false,false
campus,3284,true,true,false,false,false,false
campus,3285,false,false,false,false,true,false
campus,3286,true,true,false,false,false,false
campus,3287,true,true,false,false,false,false
alumni,3288,false,true,true,true,false,true
alumni,3289,false,true,false,false,false,false
campus,3290,true,true,true,false,false,false
alumni,3291,false,true,true,true,false,false
campus,3292,false,false,false,false,true,false
campus,3293,true,true,false,false,false,false
alumni,3294,false,true,false,false,false,false
alumni,3295,false,true,false,false,false,true
campus,3296,true,true,false,false,false,false
campus,3297,true,true,false,false,false,false
campus,3298,true,true,false,false,false,false
campus,3299,false,true,false,false,true,true
alumni,3300,false,true,false,false,false,false
alumni,3301,false,true,true,true,false,false
campus,3302,false,false,false,false,false,true
alumni,3303,false,true,true,true,false,false
campus,3304,false,false,false,false,true,false
campus,3305,false,false,false,false,true,false
campus,3306,true,true,false,false,false,false
campus,3307,true,false,false,false,true,true
campus,3308,false,false,false,false,true,false
campus,3309,false,false,false,false,true,false
alumni,3310,false,true,true,true,false,false
alumni,3311,false,true,true,true,false,true
alumni,3312,false,true,true,true,false,false
campus,3313,true,true,false,false,false,false
alumni,3314,false,true,true,false,false,false
campus,3315,true,true,true,true,false,false
alumni,3316,false,true,true,true,false,false
alumni,3317,false,true,true,true,false,true
alumni,3318,false,true,false,false,false,false
campus,3319,false,true,false,false,true,true
alumni,3320,false,true,true,false,false,false
alumni,3321,false,true,true,false,false,false
campus,3322,true,true,false,false,false,false
campus,3323,true,true,false,false,false,false
campus,3324,true,true,false,false,false,false
alumni,3325,false,true,true,true,false,false
campus,3326,true,true,false,false,false,false
campus,3327,false,true,true,true,false,false
campus,3328,true,true,false,false,false,false
alumni,3329,false,true,true,true,false,false
alumni,3330,false,true,false,false,false,false
alumni,3331,false,true,false,false,false,true
alumni,3332,false,true,true,true,false,true
campus,3333,false,false,false,false,true,false
campus,3334,true,true,false,false,false,false
campus,3335,false,true,false,false,false,false
campus,3336,false,false,false,false,true,false
campus,3337,false,false,false,false,true,false
campus,3338,true,true,true,false,false,false
campus,3339,true,true,false,false,false,false
alumni,3340,false,true,true,false,false,true
alumni,3341,false,true,true,true,false,true
campus,3342,false,true,true,true,false,false
alumni,3343,false,true,false,false,false,false
alumni,3344,false,true,false,false,false,false
campus,3345,true,true,false,false,false,false
campus,3346,true,true,true,false,false,false
campus,3347,true,true,false,false,false,false
campus,3348,false,false,false,false,true,false
campus,3349,false,true,false,false,true,true
campus,3350,false,false,false,false,true,true
campus,3352,false,false,false,false,true,false
campus,3353,false,false,false,false,true,false
campus,3354,true,true,false,false,false,false
alumni,3355,false,true,true,true,false,true
alumni,3356,false,true,true,true,false,true
alumni,3357,false,true,false,false,true,true
campus,3358,false,false,true,false,false,false
alumni,3359,false,true,false,false,false,false
alumni,3360,false,true,false,false,true,true
campus,3361,true,true,false,false,false,false
campus,3362,true,true,false,false,false,false
alumni,3363,false,true,true,true,false,true
campus,3364,true,true,false,false,false,false
campus,3365,true,true,false,false,false,false
campus,3366,false,true,false,false,true,true
campus,3367,false,false,false,false,true,true
campus,3368,false,false,false,false,true,false
campus,3369,true,true,false,false,false,false
campus,3370,true,true,false,false,false,false
campus,3371,true,true,false,false,false,false
campus,3372,true,true,false,false,false,false
campus,3373,false,false,false,false,false,true
campus,3374,true,true,false,false,false,false
campus,3375,true,true,false,false,false,false
campus,3376,false,false,false,false,true,true
campus,3377,false,false,false,false,true,true
campus,3378,false,true,false,false,true,false
campus,3379,false,true,false,false,true,true
campus,3380,true,true,false,false,false,false
campus,3381,false,false,false,false,true,true
campus,3382,true,true,false,false,false,false
campus,3383,true,true,false,false,false,false
campus,3384,false,false,true,false,false,true
alumni,3385,false,true,false,false,false,false
campus,3386,true,true,false,false,false,false
campus,3387,true,true,true,false,false,false
campus,3388,false,false,false,false,true,false
campus,3389,true,true,false,false,false,false
campus,3390,true,true,false,false,false,false
campus,3391,false,false,false,false,true,true
alumni,3392,false,true,true,true,false,false
campus,3393,true,true,false,false,false,false
campus,3394,false,true,false,false,false,true
campus,3395,false,false,false,false,true,false
campus,3396,true,true,false,false,false,false
campus,3397,true,true,false,false,false,false
campus,3398,true,true,false,false,false,false
alumni,3399,false,true,false,false,false,false
campus,3400,false,false,false,false,true,true
campus,3401,true,true,false,false,false,false
campus,3402,true,true,false,false,false,false
campus,3403,true,true,false,false,false,false
campus,3404,true,true,false,false,false,false
alumni,3405,false,true,false,false,false,false
campus,3406,true,true,false,false,false,false
campus,3407,true,true,false,false,false,false
alumni,3408,false,true,false,false,false,true
alumni,3409,false,true,false,false,false,false
alumni,3410,false,true,false,false,false,false
alumni,3411,false,true,true,true,false,true
campus,3412,true,true,false,false,false,false
campus,3413,true,true,false,false,false,false
alumni,3414,false,true,true,true,false,true
campus,3415,true,true,false,false,false,false
campus,3416,false,false,false,false,true,false
campus,3417,true,true,false,false,false,false
alumni,3418,false,true,false,false,false,false
campus,3419,true,true,false,false,false,false
campus,3420,false,false,false,false,true,false
campus,3421,false,false,false,false,true,true
campus,3422,true,true,false,false,false,false
campus,3423,true,true,false,false,false,false
campus,3425,false,false,false,false,true,false
campus,3426,false,false,false,false,true,true
alumni,3427,false,true,true,true,false,false
alumni,3428,false,true,true,true,false,false
campus,3429,false,false,true,true,false,false
campus,3430,true,true,false,false,false,false
campus,3431,true,true,true,true,false,false
alumni,3432,false,true,false,false,false,true
alumni,3433,false,true,true,true,false,false
campus,3434,true,true,false,false,false,false
campus,3435,true,true,true,true,false,false
campus,3436,true,true,true,false,false,false
campus,3437,true,true,true,true,false,false
alumni,3438,false,true,false,false,false,false
alumni,3439,false,true,true,true,false,false
campus,3440,true,true,false,false,false,false
campus,3441,true,true,false,false,false,false
campus,3442,true,true,false,false,false,false
alumni,3443,false,true,false,false,false,false
campus,3444,true,true,false,false,false,false
alumni,3445,false,true,false,false,false,false
campus,3446,true,true,false,false,false,false
alumni,3447,false,true,true,false,false,false
campus,3448,true,true,false,false,false,false
campus,3449,false,true,false,false,false,true
campus,3450,false,false,false,false,true,true
campus,3451,false,true,true,true,false,true
campus,3452,false,false,false,false,true,false
campus,3453,true,true,true,true,false,false
campus,3454,false,false,true,false,false,false
alumni,3455,false,true,true,true,false,false
campus,3456,false,false,false,false,true,true
campus,3457,true,true,false,false,false,false
campus,3459,true,true,false,false,false,false
campus,3460,true,true,false,false,false,false
campus,3461,true,true,false,false,false,false
campus,3462,true,true,false,false,false,false
campus,3463,false,false,false,false,true,true
campus,3464,false,false,false,false,true,true
campus,3465,false,false,false,false,true,true
campus,3467,false,false,false,false,true,true
campus,3468,true,true,false,false,false,false
campus,3470,false,false,false,false,true,true
campus,3471,false,false,false,false,true,true
campus,3472,false,false,true,true,false,false
campus,3473,true,true,false,false,false,false
campus,3474,true,true,false,false,false,false
alumni,3475,false,true,true,false,false,false
alumni,3476,false,true,true,true,false,true
alumni,3477,false,true,true,true,false,false
campus,3478,true,true,false,false,false,false
campus,3479,true,true,false,false,false,false
campus,3480,true,true,false,false,false,false
campus,3481,true,true,false,false,false,false
alumni,3482,false,true,true,true,false,false
campus,3483,false,false,false,false,true,true
campus,3484,false,false,false,false,true,false
campus,3485,true,true,false,false,false,false
campus,3486,true,true,false,false,false,false
campus,3487,false,false,false,false,true,true
alumni,3488,false,true,true,true,false,false
alumni,3489,false,true,true,false,false,false
alumni,3490,false,true,false,false,false,false
alumni,3491,false,true,false,false,false,true
campus,3492,true,false,true,true,false,false
alumni,3493,false,true,false,false,false,true
alumni,3494,false,true,true,false,false,false
alumni,3495,false,true,true,true,false,true
alumni,3496,false,true,true,true,false,false
alumni,3497,false,false,false,false,true,true
campus,3498,true,true,true,true,false,false
campus,3499,true,true,true,true,false,false
alumni,3500,false,true,false,false,false,false
alumni,3501,false,true,true,true,false,false
campus,3502,true,true,true,true,false,false
campus,3503,true,true,false,false,false,true
campus,3504,true,true,false,false,false,false
campus,3505,true,true,false,false,false,false
campus,3506,false,true,true,true,false,false
campus,3507,true,true,false,false,false,false
campus,3508,false,false,false,false,true,true
campus,3509,true,true,false,false,false,false
campus,3510,true,false,false,false,true,false
alumni,3511,false,true,true,true,false,false
alumni,3512,false,true,true,false,false,false
campus,3513,true,true,false,false,false,false
campus,3514,true,true,false,false,false,false
alumni,3515,false,true,true,true,false,true
alumni,3516,false,true,true,true,false,true
campus,3517,true,true,false,false,false,false
campus,3519,true,true,true,true,false,false
alumni,3520,false,true,false,false,false,true
alumni,3521,false,true,false,false,false,false
campus,3522,false,false,true,false,false,false
campus,3523,false,false,false,false,true,false
campus,3524,false,false,false,false,true,true
campus,3525,true,true,false,false,false,false
campus,3526,true,true,false,false,false,false
campus,3527,false,true,true,false,false,false
campus,3528,true,true,true,true,false,false
campus,3529,true,true,true,true,false,false
campus,3530,true,true,false,false,false,false
alumni,3531,false,true,true,false,false,false
campus,3532,true,true,false,false,false,false
